rank,music,main_artist,year,featuring1,featuring2,photo,id_music,id_position,danceability,energy,loudness,speechiness,acousticness,instrumentalness,tempo,uri,duration_ms
35,Turn Me On,David Guetta,2012,Nicki Minaj,,https://charts-static.billboard.com/img/2011/09/david-guetta-z71-turn-me-on-qvi-53x53.jpg,6JOlNkT0QdHeZB0wPbI9IR,634,0.704,0.793,-2.266,0.0591,0.0488,0.0,127.96,spotify:track:6JOlNkT0QdHeZB0wPbI9IR,199680.0
36,Moves Like Jagger,Maroon 5,2012,Christina Aguilera,,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg,7LcfRTgAVTs5pQGEQgUEzN,635,0.722,0.758,-4.477,0.0471,0.0111,0.0,128.047,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,201160.0
37,Blow Me (One Last Kiss),P!nk,2012,,,https://charts-static.billboard.com/img/2012/07/pnk-e1s-53x53.jpg,,636,,,,,,,,,
38,Good Time,Owl City,2012,Carly Rae Jepsen,,https://charts-static.billboard.com/img/2012/07/owl-city-1t0-53x53.jpg,1kPpge9JDLpcj15qgrPbYX,637,0.56,0.872,-4.269,0.14,0.0239,7.52e-06,126.053,spotify:track:1kPpge9JDLpcj15qgrPbYX,205933.0
39,Give Your Heart A Break,Demi Lovato,2012,,,https://charts-static.billboard.com/img/2012/03/demi-lovato-rh9-53x53.jpg,28QHrjRML8oEP7fvOlihbe,638,0.655,0.747,-3.368,0.0639,0.0639,0.0,126.942,spotify:track:28QHrjRML8oEP7fvOlihbe,199160.0
40,Ni**as in Paris,Jay Z Kanye West,2012,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,639,,,,,,,,,
41,The One That Got Away,Katy Perry,2012,,,https://charts-static.billboard.com/img/2011/10/katy-perry-l8p-53x53.jpg,3oL3XRtkP1WVbMxf7dtTdu,640,0.687,0.792,-4.023,0.0353,0.000802,0.0,133.962,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,227333.0
42,Feel So Close,Calvin Harris,2012,,,https://charts-static.billboard.com/img/2011/09/calvin-harris-s9n-53x53.jpg,1gihuPhrLraKYrJMAEONyc,641,0.707,0.924,-2.842,0.031,0.000972,0.00703,127.937,spotify:track:1gihuPhrLraKYrJMAEONyc,206413.0
43,Someone Like You,Adele,2012,,,https://charts-static.billboard.com/img/2011/03/adele-hdy-53x53.jpg,4kflIGfjdZJW4ot2ioixTB,642,0.559,0.33,-8.251,0.0285,0.892,0.0,135.109,spotify:track:4kflIGfjdZJW4ot2ioixTB,285040.0
44,Scream,Usher,2012,,,https://charts-static.billboard.com/img/2012/05/usher-oqp-53x53.jpg,12eMQUn2GzfsfsQLH53M19,643,0.616,0.862,-5.18,0.0973,0.00117,0.0,127.992,spotify:track:12eMQUn2GzfsfsQLH53M19,234693.0
45,Rack City,Tyga,2012,,,https://charts-static.billboard.com/img/2011/10/tyga-ofy-53x53.jpg,0srwKuJPH8yBzzFUJMBQM2,644,0.929,0.339,-10.881,0.371,0.0373,1.96e-05,98.986,spotify:track:0srwKuJPH8yBzzFUJMBQM2,203200.0
46,Domino,Jessie J,2012,,,https://charts-static.billboard.com/img/2011/09/jessie-j-zrp-53x53.jpg,6MAdEUilV2p9RQUqE5bMAK,645,0.757,0.547,-4.573,0.0355,0.0115,0.0,126.977,spotify:track:6MAdEUilV2p9RQUqE5bMAK,231693.0
47,Gangnam Style,PSY,2012,,,https://charts-static.billboard.com/img/2012/07/psy-xbs-53x53.jpg,03UrZgTINDqvnUMbbIMhql,646,0.727,0.937,-2.871,0.287,0.00417,0.0,132.067,spotify:track:03UrZgTINDqvnUMbbIMhql,219493.0
48,International Love,Pitbull,2012,Chris Brown,,https://charts-static.billboard.com/img/2011/06/pitbull-odu-53x53.jpg,62zFEHfAYl5kdHYOivj4BC,647,0.669,0.855,-3.035,0.0499,0.0124,0.0,120.045,spotify:track:62zFEHfAYl5kdHYOivj4BC,227280.0
49,Home,Phillip Phillips,2012,,,https://charts-static.billboard.com/img/1840/12/phillip-phillips-75j-53x53.jpg,,648,,,,,,,,,
50,Without You,David Guetta,2012,Usher,,https://charts-static.billboard.com/img/2011/09/david-guetta-z71-53x53.jpg,,649,,,,,,,,,
51,Ass Back Home,Gym Class Heroes,2012,Neon Hitch,,https://charts-static.billboard.com/img/2011/11/gym-class-heroes-w0q-53x53.jpg,3bfqkspKABT4pPicm6wC9F,650,0.716,0.838,-4.289,0.0513,0.134,0.0,130.034,spotify:track:3bfqkspKABT4pPicm6wC9F,222213.0
52,Wanted,Hunter Hayes,2012,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,0p1BcEcYVO3uk4KDf3gzkY,651,0.421,0.476,-7.692,0.0298,0.268,0.0,169.784,spotify:track:0p1BcEcYVO3uk4KDf3gzkY,228840.0
53,Drunk On You,Luke Bryan,2012,,,https://charts-static.billboard.com/img/2011/08/luke-bryan-qhx-53x53.jpg,3b7CDTKB0SRTmQ6ytYi5vZ,652,0.558,0.872,-4.401,0.0449,0.178,0.0,143.971,spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ,213547.0
54,No Lie,2 Chainz,2012,Drake,,https://charts-static.billboard.com/img/2012/05/2-chainz-8fw-53x53.jpg,6j9iyrrmqWlQZ5SD1hSTaq,653,0.634,0.665,-5.984,0.176,0.0172,0.0,131.108,spotify:track:6j9iyrrmqWlQZ5SD1hSTaq,237827.0
55,Want U Back,Cher Lloyd,2012,,,https://charts-static.billboard.com/img/2012/06/cher-lloyd-hia-53x53.jpg,6E11E0lT5Zy7yb6iT3y8DN,654,0.694,0.891,-2.94,0.0949,0.0562,0.0,97.939,spotify:track:6E11E0lT5Zy7yb6iT3y8DN,214573.0
56,Don't Wake Me Up,Chris Brown,2012,,,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,,655,,,,,,,,,
57,Dance (A$$),Big Sean,2012,Nicki Minaj,,https://charts-static.billboard.com/img/2011/08/big-sean-820-dance-a$$-6xb-53x53.jpg,,656,,,,,,,,,
58,Springsteen,Eric Church,2012,,,https://charts-static.billboard.com/img/2012/02/eric-church-hb2-53x53.jpg,05ZACkzW8YbRq3eFgIfSNB,657,0.692,0.809,-5.935,0.0255,0.1,9.77e-05,104.023,spotify:track:05ZACkzW8YbRq3eFgIfSNB,263387.0
59,Brokenhearted,Karmin,2012,,,https://charts-static.billboard.com/img/2012/03/karmin-2rq-53x53.jpg,4urcG6Nfubqsuqy3juMjBi,658,0.765,0.765,-2.732,0.0585,0.00765,3.82e-06,120.001,spotify:track:4urcG6Nfubqsuqy3juMjBi,227147.0
60,Not Over You,Gavin DeGraw,2012,,,https://charts-static.billboard.com/img/2011/06/gavin-degraw-n1q-53x53.jpg,6j7hih15xG2cdYwIJnQXsq,659,0.63,0.894,-4.592,0.0544,0.255,0.0,142.051,spotify:track:6j7hih15xG2cdYwIJnQXsq,218520.0
61,Stereo Hearts,Gym Class Heroes,2012,Adam Levine,,https://charts-static.billboard.com/img/2011/07/gym-class-heroes-w0q-53x53.jpg,0qOnSQQF0yzuPWsXrQ9paz,660,0.646,0.795,-3.293,0.0976,0.0319,0.0,89.99,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,210960.0
62,Back In Time,Pitbull,2012,,,https://charts-static.billboard.com/img/2012/04/pitbull-odu-53x53.jpg,,661,,,,,,,,,
63,Work Out,J. Cole,2012,,,https://charts-static.billboard.com/img/2011/07/j-cole-s1s-53x53.jpg,2wAJTrFhCnQyNSD3oUgTZO,662,0.831,0.427,-6.903,0.106,0.0531,0.0,93.004,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,235320.0
64,Rumour Has It,Adele,2012,,,https://charts-static.billboard.com/img/2008/02/adele-hdy-87x87.jpg,76N7FdzCI9OsiUnzJVLY2m,663,0.618,0.753,-5.05,0.0451,0.637,0.0,120.041,spotify:track:76N7FdzCI9OsiUnzJVLY2m,221427.0
65,Let's Go,Calvin Harris,2012,Ne-Yo,,https://charts-static.billboard.com/img/2012/04/calvin-harris-s9n-53x53.jpg,,664,,,,,,,,,
66,Good Girl,Carrie Underwood,2012,,,https://charts-static.billboard.com/img/2012/03/carrie-underwood-pka-53x53.jpg,20DfkHC5grnKNJCzZQB6KC,665,0.617,0.839,-2.849,0.0655,0.0286,0.0,128.91,spotify:track:20DfkHC5grnKNJCzZQB6KC,205560.0
67,Pontoon,Little Big Town,2012,,,https://charts-static.billboard.com/img/2012/05/little-big-town-z2a-53x53.jpg,2Gy3XMLbBxACZ4tXdFRGr7,666,0.721,0.819,-5.715,0.0269,0.413,0.0,96.02,spotify:track:2Gy3XMLbBxACZ4tXdFRGr7,212320.0
68,Ho Hey,The Lumineers,2012,,,https://charts-static.billboard.com/img/2012/04/the-lumineers-e8y-53x53.jpg,0W4Kpfp1w2xkY3PrV714B7,667,0.685,0.466,-9.074,0.0304,0.794,2.06e-06,79.936,spotify:track:0W4Kpfp1w2xkY3PrV714B7,163133.0
69,Paradise,Coldplay,2012,,,https://charts-static.billboard.com/img/2011/10/coldplay-j2u-53x53.jpg,6nek1Nin9q48AVZcWs9e9D,668,0.449,0.585,-6.762,0.0268,0.0522,8.49e-05,139.627,spotify:track:6nek1Nin9q48AVZcWs9e9D,278719.0
70,Blown Away,Carrie Underwood,2012,,,https://charts-static.billboard.com/img/2012/05/carrie-underwood-pka-blown-away-pjk-53x53.jpg,0vFMQi8ZnOM2y8cuReZTZ2,669,0.531,0.843,-2.569,0.0429,0.0909,0.0,136.991,spotify:track:0vFMQi8ZnOM2y8cuReZTZ2,240133.0
71,Rolling In The Deep,Adele,2012,,,https://charts-static.billboard.com/img/2010/12/adele-ee3-53x53.jpg,2GblQ918RbkOs4Yo1Rpkcj,670,0.727,0.76,-5.114,0.0297,0.13,0.0,104.941,spotify:track:2GblQ918RbkOs4Yo1Rpkcj,228141.0
72,Climax,Usher,2012,,,https://charts-static.billboard.com/img/2012/02/usher-oqp-53x53.jpg,5pyVqlqThcxI7tPDjHIzPh,671,0.647,0.478,-8.837,0.0782,0.547,2.69e-05,135.877,spotify:track:5pyVqlqThcxI7tPDjHIzPh,232907.0
73,"Work Hard, Play Hard",Wiz Khalifa,2012,,,https://charts-static.billboard.com/img/2012/05/wiz-khalifa-b1e-53x53.jpg,1ms5tNNdPouTtcD2oVF9Oz,672,0.787,0.666,-4.475,0.0485,0.0409,1.91e-05,140.008,spotify:track:1ms5tNNdPouTtcD2oVF9Oz,219027.0
74,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2012,,,https://charts-static.billboard.com/img/2012/08/ne-yo-9u2-53x53.jpg,,673,,,,,,,,,
75,Pound The Alarm,Nicki Minaj,2012,,,https://charts-static.billboard.com/img/2012/04/nicki-minaj-thi-53x53.jpg,0LohatbcUXRauoeMlR1jnS,674,0.728,0.858,-3.686,0.0609,0.0403,4.26e-06,125.054,spotify:track:0LohatbcUXRauoeMlR1jnS,205640.0
76,Come Over,Kenny Chesney,2012,,,https://charts-static.billboard.com/img/2017/06/kenny-chesney-53x53.jpg,6BCrbWBpb8d6KWmEqZ41tr,675,0.466,0.704,-7.169,0.0353,0.1,2.71e-05,176.043,spotify:track:6BCrbWBpb8d6KWmEqZ41tr,248427.0
77,Heart Attack,Trey Songz,2012,,,https://charts-static.billboard.com/img/2012/04/trey-songz-kc8-53x53.jpg,25CA8QVJQrh5R05UUCaODM,676,0.608,0.863,-4.87,0.131,0.0593,0.0,150.029,spotify:track:25CA8QVJQrh5R05UUCaODM,233147.0
78,Drank In My Cup,Kirko Bangz,2012,,,https://charts-static.billboard.com/img/2011/08/kirko-bangz-t42-53x53.jpg,1jBID2VtJls7gz3UrjEsNo,677,0.454,0.639,-8.566,0.323,0.0219,0.0,132.924,spotify:track:1jBID2VtJls7gz3UrjEsNo,138693.0
79,Birthday Cake,Rihanna,2012,Chris Brown,,https://charts-static.billboard.com/img/2011/12/rihanna-v3t-53x53.jpg,4EfN6bixdOOgoLYR5C4cWo,678,0.702,0.826,-6.498,0.0529,0.32,0.000227,80.014,spotify:track:4EfN6bixdOOgoLYR5C4cWo,78200.0
80,So Good,B.o.B,2012,,,https://charts-static.billboard.com/img/2012/03/bob-1-t7h-53x53.jpg,28GUjBGqZVcAV4PHSYzkj2,679,0.66,0.9,-5.02,0.14,0.0403,0.0,85.51,spotify:track:28GUjBGqZVcAV4PHSYzkj2,213253.0
81,50 Ways To Say Goodbye,Train,2012,,,https://charts-static.billboard.com/img/2012/06/train-z35-53x53.jpg,,680,,,,,,,,,
82,Red Solo Cup,Toby Keith,2012,,,https://charts-static.billboard.com/img/2011/10/toby-keith-5au-53x53.jpg,4YKAOXyqkKZ5gOZR0AmVMN,681,0.535,0.56,-6.586,0.0901,0.287,0.0,164.17,spotify:track:4YKAOXyqkKZ5gOZR0AmVMN,223387.0
83,Love You Like A Love Song,Selena Gomez,2012,The Scene,,https://charts-static.billboard.com/img/2011/07/selena-gomez-nxt-love-you-like-a-love-song-cgw-53x53.jpg,0laYHRpNTS6i8FXdupHkJ4,682,0.858,0.678,-3.87,0.0469,0.0761,0.0,117.009,spotify:track:0laYHRpNTS6i8FXdupHkJ4,188453.0
84,Turn Up The Music,Chris Brown,2012,,,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,,683,,,,,,,,,
85,Die Young,Ke$ha,2012,,,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,,684,,,,,,,,,
86,5 O'Clock,T-Pain,2012,Wiz Khalifa,Lily Allen,https://charts-static.billboard.com/img/2011/10/t-pain-kj8-53x53.jpg,6j236RwzFFj4wqH2tWJNBD,685,0.4,0.882,-1.958,0.334,0.168,0.0,167.114,spotify:track:6j236RwzFFj4wqH2tWJNBD,281533.0
87,A Thousand Years,Christina Perri,2012,,,https://charts-static.billboard.com/img/2011/11/christina-perri-vd0-53x53.jpg,6lanRgr6wXibZr8KgzXxBl,686,0.421,0.407,-7.445,0.0267,0.309,0.000961,139.028,spotify:track:6lanRgr6wXibZr8KgzXxBl,285120.0
88,Take A Little Ride,Jason Aldean,2012,,,https://charts-static.billboard.com/img/2012/07/jason-aldean-sa0-53x53.jpg,2o5mwv7hvas1jdUg14Nihv,687,0.472,0.866,-3.771,0.0413,0.044,0.0,163.867,spotify:track:2o5mwv7hvas1jdUg14Nihv,187613.0
89,You Da One,Rihanna,2012,,,https://charts-static.billboard.com/img/2011/11/rihanna-t38-53x53.jpg,3Yt9lRtS5V4nbJnwcgFgvC,688,0.702,0.715,-5.377,0.0425,0.503,2.44e-05,127.05,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC,200013.0
90,We Run The Night,Havana Brown,2012,Pitbull,,https://charts-static.billboard.com/img/2011/12/havana-brown-7a1-53x53.jpg,0mtPNQl5vePVwiI9Vykp7L,689,0.697,0.861,-4.389,0.144,0.00482,1.83e-06,127.023,spotify:track:0mtPNQl5vePVwiI9Vykp7L,228200.0
91,It's Time,Imagine Dragons,2012,,,https://charts-static.billboard.com/img/2012/03/imagine-dragons-wca-53x53.jpg,6BtmXhTJMM9sBTHeYYASGz,690,0.656,0.884,-4.748,0.0372,0.0162,0.0,105.009,spotify:track:6BtmXhTJMM9sBTHeYYASGz,237987.0
92,Cashin' Out,Ca$h Out,2012,,,https://charts-static.billboard.com/img/2012/01/cah-out-fvz-53x53.jpg,,691,,,,,,,,,
93,I Don't Want This Night To End,Luke Bryan,2012,,,https://charts-static.billboard.com/img/2011/08/luke-bryan-kl4-53x53.jpg,0cV4xwUA4ue2deqq4CZFko,692,0.616,0.728,-4.02,0.0278,0.0275,0.0,111.934,spotify:track:0cV4xwUA4ue2deqq4CZFko,219973.0
94,Diamonds,Rihanna,2012,,,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,1z9kQ14XBSN0r2v6fx4IdG,693,0.564,0.71,-4.92,0.0461,0.00125,0.0,91.972,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,225147.0
95,Hard To Love,Lee Brice,2012,,,https://charts-static.billboard.com/img/2012/05/lee-brice-vbm-53x53.jpg,6E9V9TRlVOLjenGjHemzEH,694,0.638,0.722,-6.177,0.0332,0.0119,0.00808,103.017,spotify:track:6E9V9TRlVOLjenGjHemzEH,224293.0
96,Somethin' 'Bout A Truck,Kip Moore,2012,,,https://charts-static.billboard.com/img/2011/10/kip-moore-fzz-53x53.jpg,6Ymvlzom4TQeoKqAWsZRD8,695,0.557,0.812,-5.434,0.0338,0.0662,0.0,175.953,spotify:track:6Ymvlzom4TQeoKqAWsZRD8,213827.0
97,Adorn,Miguel,2012,,,https://charts-static.billboard.com/img/1840/12/miguel-y6r-53x53.jpg,25cUhiAod71TIQSNicOaW3,696,0.625,0.576,-5.693,0.175,0.0543,4.07e-05,179.063,spotify:track:25cUhiAod71TIQSNicOaW3,193147.0
98,Fly Over States,Jason Aldean,2012,,,https://charts-static.billboard.com/img/2012/01/jason-aldean-jfn-53x53.jpg,17X2tSzibD9n9QRjdExcWT,697,0.487,0.736,-3.269,0.0326,0.069,0.0,81.587,spotify:track:17X2tSzibD9n9QRjdExcWT,218200.0
99,Even If It Breaks Your Heart,Eli Young Band,2012,,,https://charts-static.billboard.com/img/2011/12/eli-young-band-8g9-53x53.jpg,0Nu9WA8kEbBWEsay2s8Q0U,698,0.495,0.527,-4.742,0.0351,0.000159,0.0163,208.067,spotify:track:0Nu9WA8kEbBWEsay2s8Q0U,220520.0
100,Burn It Down,Linkin Park,2012,,,https://charts-static.billboard.com/img/2012/05/linkin-park-brd-53x53.jpg,,699,,,,,,,,,
1,Thrift Shop,Macklemore,2013,Ryan Lewis,Wanz,https://charts-static.billboard.com/img/2016/11/macklemore-ryan-lewis-53x53.jpg,4YMqbFcDIFiCBd02PzUBcM,700,0.781,0.526,-6.985,0.293,0.0619,0.0,94.992,spotify:track:4YMqbFcDIFiCBd02PzUBcM,235613.0
2,Blurred Lines,Robin Thicke,2013,T.I. + Pharrell,,https://charts-static.billboard.com/img/2013/04/robin-thicke-cu8-53x53.jpg,0n4bITAu0Y0nigrz3MFJMb,701,0.853,0.599,-4.756,0.0411,0.00334,7.93e-06,119.993,spotify:track:0n4bITAu0Y0nigrz3MFJMb,263827.0
3,Radioactive,Imagine Dragons,2013,,,https://charts-static.billboard.com/img/2012/08/imagine-dragons-hy6-53x53.jpg,4G8gkOterJn0Ywt6uhqbhp,702,0.448,0.784,-3.686,0.0627,0.106,0.000108,136.245,spotify:track:4G8gkOterJn0Ywt6uhqbhp,186813.0
4,Harlem Shake,Baauer,2013,,,https://charts-static.billboard.com/img/2013/02/baauer-fjy-53x53.jpg,01XFgRZfZI7oBagNf1Loml,703,0.452,0.794,-5.151,0.0483,0.0111,0.00182,137.825,spotify:track:01XFgRZfZI7oBagNf1Loml,196664.0
5,Can't Hold Us,Macklemore,2013,Ryan Lewis,Ray Dalton,https://charts-static.billboard.com/img/2016/11/macklemore-ryan-lewis-53x53.jpg,,704,,,,,,,,,
6,Mirrors,Justin Timberlake,2013,,,https://charts-static.billboard.com/img/2017/01/justin-timberlake-53x53.jpg,4rHZZAmHpZrA3iH5zx8frV,705,0.574,0.512,-6.664,0.0503,0.234,0.0,76.899,spotify:track:4rHZZAmHpZrA3iH5zx8frV,484147.0
7,Just Give Me A Reason,P!nk,2013,Nate Ruess,,https://charts-static.billboard.com/img/2012/10/pnk-u9h-just-give-me-a-reason-vz3-53x53.jpg,,706,,,,,,,,,
8,When I Was Your Man,Bruno Mars,2013,,,https://charts-static.billboard.com/img/2012/12/bruno-mars-va7-53x53.jpg,0nJW01T7XtvILxQgC5J7Wh,707,0.612,0.28,-8.648,0.0434,0.932,0.0,72.795,spotify:track:0nJW01T7XtvILxQgC5J7Wh,213827.0
9,Cruise,Florida Georgia Line,2013,Nelly,,https://charts-static.billboard.com/img/2012/08/florida-georgia-line-wbf-53x53.jpg,0i5el041vd6nxrGEU8QRxy,708,0.457,0.948,-3.364,0.0354,0.0191,0.0,148.0,spotify:track:0i5el041vd6nxrGEU8QRxy,208960.0
10,Roar,Katy Perry,2013,,,https://charts-static.billboard.com/img/2013/08/katy-perry-l8p-53x53.jpg,6F5c58TMEs1byxUstkzVeM,709,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,179.984,spotify:track:6F5c58TMEs1byxUstkzVeM,223546.0
11,Locked Out Of Heaven,Bruno Mars,2013,,,https://charts-static.billboard.com/img/2012/10/bruno-mars-va7-53x53.jpg,,710,,,,,,,,,
12,Ho Hey,The Lumineers,2013,,,https://charts-static.billboard.com/img/2012/04/the-lumineers-e8y-53x53.jpg,0W4Kpfp1w2xkY3PrV714B7,711,0.685,0.466,-9.074,0.0304,0.794,2.06e-06,79.936,spotify:track:0W4Kpfp1w2xkY3PrV714B7,163133.0
13,Stay,Rihanna,2013,Mikky Ekko,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,1dEy9Pl81QopSxNsPxXQxv,712,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,111.893,spotify:track:1dEy9Pl81QopSxNsPxXQxv,240707.0
14,Get Lucky,Daft Punk,2013,Pharrell Williams,,https://charts-static.billboard.com/img/2013/05/daft-punk-rvu-53x53.jpg,2Foc5Q5nqNiosCNqttzHof,713,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,116.047,spotify:track:2Foc5Q5nqNiosCNqttzHof,248413.0
15,Royals,Lorde,2013,,,https://charts-static.billboard.com/img/2017/07/lorde-53x53.jpg,2dLLR6qlu5UJ5gk0dKz0h3,714,0.674,0.428,-9.504,0.122,0.121,0.0,84.878,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,190185.0
16,I Knew You Were Trouble.,Taylor Swift,2013,,,https://charts-static.billboard.com/img/2012/10/taylor-swift-70p-i-knew-you-were-trouble-oux-53x53.jpg,72jCZdH0Lhg93z6Z4hBjgj,715,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,77.019,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,217973.0
17,We Can't Stop,Miley Cyrus,2013,,,https://charts-static.billboard.com/img/2013/06/miley-cyrus-clj-53x53.jpg,2y4lAQpi5VTNLu2ldeTdUH,716,0.613,0.622,-5.794,0.0334,0.00882,0.0,80.003,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,231240.0
18,Wrecking Ball,Miley Cyrus,2013,,,https://charts-static.billboard.com/img/2013/09/miley-cyrus-clj-53x53.jpg,2vwlzO0Qp8kfEtzTsCXfyE,717,0.53,0.422,-6.262,0.0342,0.407,0.0,119.964,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,221360.0
19,Wake Me Up!,Avicii,2013,,,https://charts-static.billboard.com/img/2010/07/avicii-uw1-53x53.jpg,,718,,,,,,,,,
20,Suit & Tie,Justin Timberlake,2013,JAY Z,,https://charts-static.billboard.com/img/2013/01/justin-timberlake-bcj-suit-and-tie-zqh-53x53.jpg,6vt0I1cw1YmAIKDJvHVIM5,719,0.795,0.596,-3.799,0.219,0.103,0.0,101.985,spotify:track:6vt0I1cw1YmAIKDJvHVIM5,326280.0
21,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,2013,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,720,,,,,,,,,
22,Holy Grail,Jay Z,2013,Justin Timberlake,,https://charts-static.billboard.com/img/2013/07/jay-z-g81-53x53.jpg,,721,,,,,,,,,
23,Scream & Shout,will.i.am,2013,Britney Spears,,https://charts-static.billboard.com/img/2012/12/william-eaz-53x53.jpg,2iJuuzV8P9Yz0VSurttIV5,722,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,130.033,spotify:track:2iJuuzV8P9Yz0VSurttIV5,283400.0
24,Clarity,Zedd,2013,Foxes,,https://charts-static.billboard.com/img/2012/12/zedd-edd-53x53.jpg,60wwxj6Dd9NJlirf84wr2c,723,0.509,0.781,-3.48,0.072,0.0398,0.0,128.0,spotify:track:60wwxj6Dd9NJlirf84wr2c,271427.0
25,Sail,AWOLNATION,2013,,,https://charts-static.billboard.com/img/2011/02/awolnation-wne-53x53.jpg,5xhQChGGhKLWqBqX4XhtYE,724,0.825,0.435,-9.582,0.0568,0.452,0.609,119.038,spotify:track:5xhQChGGhKLWqBqX4XhtYE,259102.0
26,Don't You Worry Child,Swedish House Mafia,2013,John Martin,,https://charts-static.billboard.com/img/2012/09/swedish-house-mafia-ep7-53x53.jpg,,725,,,,,,,,,
27,Diamonds,Rihanna,2013,,,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,1z9kQ14XBSN0r2v6fx4IdG,726,0.564,0.71,-4.92,0.0461,0.00125,0.0,91.972,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,225147.0
28,I Love It,Icona Pop,2013,Charli XCX,,https://charts-static.billboard.com/img/2012/12/icona-pop-46u-53x53.jpg,6HZ9VeI5IRFCNQLXhpF4bq,727,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,125.916,spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,157153.0
29,Safe And Sound,Capital Cities,2013,,,https://charts-static.billboard.com/img/2012/12/capital-cities-sqp-53x53.jpg,6Z8R6UsFuGXGtiIxiD8ISb,728,0.655,0.819,-4.852,0.0316,0.000176,0.00374,117.956,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,192790.0
30,Treasure,Bruno Mars,2013,,,https://charts-static.billboard.com/img/2013/05/bruno-mars-va7-53x53.jpg,55h7vJchibLdUkxdlX3fK7,729,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,116.017,spotify:track:55h7vJchibLdUkxdlX3fK7,178560.0
31,The Way,Ariana Grande,2013,Mac Miller,,https://charts-static.billboard.com/img/2013/04/ariana-grande-nxo-the-way-9sq-53x53.jpg,,730,,,,,,,,,
32,Started From The Bottom,Drake,2013,,,https://charts-static.billboard.com/img/2013/02/drake-hq6-started-from-the-bottom-m8o-53x53.jpg,,731,,,,,,,,,
33,Come & Get It,Selena Gomez,2013,,,https://charts-static.billboard.com/img/2013/04/selena-gomez-scg-53x53.jpg,6LoQHIo74tOzQ8EsLEkhgF,732,0.546,0.787,-4.1,0.0517,0.0101,0.00021,79.979,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,231987.0
34,"Hold On, We're Going Home",Drake,2013,Majid Jordan,,https://charts-static.billboard.com/img/2013/08/drake-hq6-hold-on-were-going-home-v0h-53x53.jpg,2aSC2xhRxOLiiZZVjhbylH,733,0.776,0.413,-7.438,0.0952,0.00415,2.68e-05,100.003,spotify:track:2aSC2xhRxOLiiZZVjhbylH,227880.0
35,Daylight,Maroon 5,2013,,,https://charts-static.billboard.com/img/2012/12/maroon-5-9st-53x53.jpg,6TwfdLbaxTKzQi3AgsZNzx,734,0.657,0.679,-5.511,0.0269,0.00246,0.0,120.007,spotify:track:6TwfdLbaxTKzQi3AgsZNzx,225307.0
36,Feel This Moment,Pitbull,2013,Christina Aguilera,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,0Hf4aIJpsN4Os2f0y0VqWl,735,0.673,0.758,-3.632,0.158,0.039,0.0,135.956,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,229507.0
37,Applause,Lady Gaga,2013,,,https://charts-static.billboard.com/img/2013/08/lady-gaga-lkc-53x53.jpg,5ka2ajep9OAvU5Sgduhiex,736,0.669,0.78,-4.287,0.053,0.0265,1.63e-06,139.945,spotify:track:5ka2ajep9OAvU5Sgduhiex,212333.0
