rank,music,artist,photo,year
56,Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,https://charts-static.billboard.com/img/2006/03/cherish-c9i-53x53.jpg,2006
57,Black Horse & The Cherry Tree,KT Tunstall,https://charts-static.billboard.com/img/2005/11/kt-tunstall-hm5-53x53.jpg,2006
58,There It Go! (The Whistle Song),Juelz Santana,https://charts-static.billboard.com/img/2005/08/juelz-santana-yuj-53x53.jpg,2006
59,Shoulder Lean,Young Dro Featuring T.I.,https://charts-static.billboard.com/img/2006/03/young-dro-3p0-53x53.jpg,2006
60,Unpredictable,Jamie Foxx Featuring Ludacris,https://charts-static.billboard.com/img/2005/10/jamie-foxx-hji-53x53.jpg,2006
61,My Love,Justin Timberlake Featuring T.I.,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,2006
62,Shake That,Eminem Featuring Nate Dogg,https://charts-static.billboard.com/img/2005/12/eminem-1xq-53x53.jpg,2006
63,Pullin' Me Back,Chingy Featuring Tyrese,https://charts-static.billboard.com/img/2006/06/chingy-pez-53x53.jpg,2006
64,Bossy,Kelis Featuring Too $hort,https://charts-static.billboard.com/img/2006/04/kelis-2so-53x53.jpg,2006
65,Chain Hang Low,Jibbs,https://charts-static.billboard.com/img/2006/07/jibbs-jl9-53x53.jpg,2006
66,Smack That,Akon Featuring Eminem,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2006
67,One Wish,Ray J,https://charts-static.billboard.com/img/2005/08/ray-j-rv3-53x53.jpg,2006
68,"Sugar, We're Goin' Down",Fall Out Boy,https://charts-static.billboard.com/img/2005/06/fall-out-boy-zhw-53x53.jpg,2006
69,Gimme That,Chris Brown Featuring Lil Wayne,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2006
70,I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,https://charts-static.billboard.com/img/2006/06/yung-joc-f7d-53x53.jpg,2006
71,Who Says You Can't Go Home,Bon Jovi,https://charts-static.billboard.com/img/2006/01/bon-jovi-g8x-53x53.jpg,2006
72,Too Little Too Late,JoJo,https://charts-static.billboard.com/img/2006/07/jojo-iey-53x53.jpg,2006
73,Touch It,Busta Rhymes,https://charts-static.billboard.com/img/2005/10/busta-rhymes-sbv-53x53.jpg,2006
74,Rompe,Daddy Yankee,https://charts-static.billboard.com/img/2005/11/daddy-yankee-1tx-53x53.jpg,2006
75,Deja Vu,Beyonce Featuring Jay Z,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2006
76,Life Is A Highway,Rascal Flatts,https://charts-static.billboard.com/img/2006/06/rascal-flatts-o8u-53x53.jpg,2006
77,Call Me When You're Sober,Evanescence,https://charts-static.billboard.com/img/2006/08/evanescence-d6v-53x53.jpg,2006
78,"Jesus, Take The Wheel",Carrie Underwood,https://charts-static.billboard.com/img/2005/11/carrie-underwood-ko6-53x53.jpg,2006
79,Show Stopper,Danity Kane,https://charts-static.billboard.com/img/2006/08/danity-kane-gn6-53x53.jpg,2006
80,Get Up,Ciara Featuring Chamillionaire,https://charts-static.billboard.com/img/2006/07/ciara-b1v-53x53.jpg,2006
81,We Be Burnin',Sean Paul,https://charts-static.billboard.com/img/2005/03/sean-paul-uyx-91x91.jpg,2006
82,Hate Me,Blue October,https://charts-static.billboard.com/img/2006/02/blue-october-07a-53x53.jpg,2006
83,You And Me,Lifehouse,https://charts-static.billboard.com/img/2005/02/lifehouse-ekp-53x53.jpg,2006
84,Beep,The Pussycat Dolls Featuring will.i.am,https://charts-static.billboard.com/img/2005/12/the-pussycat-dolls-t1l-53x53.jpg,2006
85,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",https://charts-static.billboard.com/img/2005/07/dem-franchize-boyz-a35-53x53.jpg,2006
86,Say Goodbye,Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,2006
87,Waiting On The World To Change,John Mayer,https://charts-static.billboard.com/img/2017/05/john-mayer-53x53.jpg,2006
88,Soul Survivor,Young Jeezy Featuring Akon,https://charts-static.billboard.com/img/2005/07/jeezy-g79-53x53.jpg,2006
89,Pump It,The Black Eyed Peas,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-b9u-53x53.jpg,2006
90,When I'm Gone,Eminem,https://charts-static.billboard.com/img/2017/02/eminem-53x53.jpg,2006
91,Hung Up,Madonna,https://charts-static.billboard.com/img/1982/11/madonna-mcq-53x53.jpg,2006
92,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,https://charts-static.billboard.com/img/2005/07/three-6-mafia-wgx-53x53.jpg,2006
93,Love,Keyshia Cole,https://charts-static.billboard.com/img/2005/10/keyshia-cole-3ov-53x53.jpg,2006
94,When You're Mad,Ne-Yo,https://charts-static.billboard.com/img/2005/08/ne-yo-kuu-53x53.jpg,2006
95,Why You Wanna,T.I.,https://charts-static.billboard.com/img/2006/04/ti-e27-53x53.jpg,2006
96,Stupid Girls,P!nk,https://charts-static.billboard.com/img/2017/04/pnk-53x53.jpg,2006
97,Feel Good Inc,Gorillaz,https://charts-static.billboard.com/img/2005/04/gorillaz-n6n-53x53.jpg,2006
98,I'm Sprung,T-Pain,https://charts-static.billboard.com/img/2005/08/t-pain-kj8-53x53.jpg,2006
99,Do I Make You Proud,Taylor Hicks,https://charts-static.billboard.com/img/2006/06/taylor-hicks-crw-53x53.jpg,2006
100,For You I Will (Confidence),Teddy Geiger,https://charts-static.billboard.com/img/2006/02/teddy-geiger-29w-53x53.jpg,2006
1,Irreplaceable,Beyonce,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,2007
2,Umbrella,Rihanna Featuring Jay-Z,https://charts-static.billboard.com/img/2007/04/rihanna-t38-53x53.jpg,2007
3,The Sweet Escape,Gwen Stefani Featuring Akon,https://charts-static.billboard.com/img/2006/12/gwen-stefani-72d-53x53.jpg,2007
4,Big Girls Don't Cry,Fergie,https://charts-static.billboard.com/img/2007/05/fergie-8pu-53x53.jpg,2007
5,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,https://charts-static.billboard.com/img/2007/02/t-pain-kj8-53x53.jpg,2007
6,Before He Cheats,Carrie Underwood,https://charts-static.billboard.com/img/2006/02/carrie-underwood-pka-53x53.jpg,2007
7,Hey There Delilah,Plain White T's,https://charts-static.billboard.com/img/2007/03/plain-white-ts-8xj-53x53.jpg,2007
8,I Wanna Love You,Akon Featuring Snoop Dogg,https://charts-static.billboard.com/img/2006/09/akon-5il-i-wanna-love-you-g4m-53x53.jpg,2007
9,Say It Right,Nelly Furtado,https://charts-static.billboard.com/img/2006/11/nelly-furtado-ezw-53x53.jpg,2007
10,Glamorous,Fergie Featuring Ludacris,https://charts-static.billboard.com/img/2007/01/fergie-8pu-53x53.jpg,2007
11,Don't Matter,Akon,https://charts-static.billboard.com/img/2007/01/akon-5il-53x53.jpg,2007
12,Girlfriend,Avril Lavigne,https://charts-static.billboard.com/img/2007/03/avril-lavigne-9qr-53x53.jpg,2007
13,Makes Me Wonder,Maroon 5,https://charts-static.billboard.com/img/2007/04/maroon-5-vhb-53x53.jpg,2007
14,Party Like A Rockstar,Shop Boyz,https://charts-static.billboard.com/img/2007/03/shop-boyz-8yf-53x53.jpg,2007
15,Smack That,Akon Featuring Eminem,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2007
16,This Is Why I'm Hot,Mims,https://charts-static.billboard.com/img/2006/09/mims-wnl-53x53.jpg,2007
17,It's Not Over,Daughtry,https://charts-static.billboard.com/img/1840/12/daughtry-c5r-53x53.jpg,2007
18,The Way I Are,Timbaland Featuring Keri Hilson,https://charts-static.billboard.com/img/2007/05/timbaland-3i9-53x53.jpg,2007
19,Fergalicious,Fergie,https://charts-static.billboard.com/img/2006/10/fergie-8pu-53x53.jpg,2007
20,Crank That (Soulja Boy),Soulja Boy Tell'em,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-53x53.jpg,2007
21,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2007
22,What Goes Around...Comes Around,Justin Timberlake,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,2007
23,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,https://charts-static.billboard.com/img/2006/12/gym-class-heroes-w0q-53x53.jpg,2007
24,How To Save A Life,The Fray,https://charts-static.billboard.com/img/2016/11/the-fray-53x53.jpg,2007
25,Home,Daughtry,https://charts-static.billboard.com/img/2007/03/daughtry-uco-53x53.jpg,2007
26,My Love,Justin Timberlake Featuring T.I.,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,2007
27,Stronger,Kanye West,https://charts-static.billboard.com/img/2003/03/kanye-west-nwz-53x53.jpg,2007
28,We Fly High,Jim Jones,https://charts-static.billboard.com/img/2006/08/jim-jones-bmq-53x53.jpg,2007
29,U + Ur Hand,P!nk,https://charts-static.billboard.com/img/2006/10/pnk-u9h-u-ur-hand-rcv-53x53.jpg,2007
30,Walk It Out,Unk,https://charts-static.billboard.com/img/2006/07/unk-q7p-53x53.jpg,2007
31,Beautiful Girls,Sean Kingston,https://charts-static.billboard.com/img/2007/05/sean-kingston-qzx-53x53.jpg,2007
32,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,https://charts-static.billboard.com/img/2006/12/fall-out-boy-zhw-53x53.jpg,2007
33,Bartender,T-Pain Featuring Akon,https://charts-static.billboard.com/img/2007/05/t-pain-kj8-53x53.jpg,2007
34,"Pop, Lock & Drop It",Huey,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2007
35,Runaway Love,Ludacris Featuring Mary J. Blige,https://charts-static.billboard.com/img/2006/11/ludacris-5cn-53x53.jpg,2007
36,Rockstar,Nickelback,https://charts-static.billboard.com/img/2006/07/nickelback-v3l-rockstar-ejn-53x53.jpg,2007
37,Thnks Fr Th Mmrs,Fall Out Boy,https://charts-static.billboard.com/img/2007/04/fall-out-boy-zhw-53x53.jpg,2007
38,What I've Done,Linkin Park,https://charts-static.billboard.com/img/2007/04/linkin-park-brd-53x53.jpg,2007
39,Summer Love,Justin Timberlake,https://charts-static.billboard.com/img/2007/04/justin-timberlake-wmm-53x53.jpg,2007
40,You,Lloyd Featuring Lil Wayne,https://charts-static.billboard.com/img/2006/06/lloyd-a2k-53x53.jpg,2007
41,Wait For You,Elliott Yamin,https://charts-static.billboard.com/img/2007/03/elliott-yamin-gw6-53x53.jpg,2007
42,Last Night,Diddy Featuring Keyshia Cole,https://charts-static.billboard.com/img/2006/10/puff-daddy-rb6-53x53.jpg,2007
43,Make It Rain,Fat Joe Featuring Lil Wayne,https://charts-static.billboard.com/img/2006/09/fat-joe-02a-53x53.jpg,2007
44,Make Me Better,Fabolous Featuring Ne-Yo,https://charts-static.billboard.com/img/2007/04/fabolous-3lg-53x53.jpg,2007
45,Ice Box,Omarion,https://charts-static.billboard.com/img/2006/11/omarion-3ri-53x53.jpg,2007
46,Lips Of An Angel,Hinder,https://charts-static.billboard.com/img/2006/04/hinder-iwo-53x53.jpg,2007
47,Waiting On The World To Change,John Mayer,https://charts-static.billboard.com/img/2017/05/john-mayer-53x53.jpg,2007
48,Lost Without U,Robin Thicke,https://charts-static.billboard.com/img/1840/12/robin-thicke-wzg-53x53.jpg,2007
49,I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),https://charts-static.billboard.com/img/2007/01/bow-wow-ywr-53x53.jpg,2007
50,If Everyone Cared,Nickelback,https://charts-static.billboard.com/img/2007/01/nickelback-5lu-53x53.jpg,2007
51,Get It Shawty,Lloyd,https://charts-static.billboard.com/img/2007/03/lloyd-a2k-53x53.jpg,2007
52,Face Down,The Red Jumpsuit Apparatus,https://charts-static.billboard.com/img/2006/07/the-red-jumpsuit-apparatus-1si-53x53.jpg,2007
53,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,https://charts-static.billboard.com/img/2006/09/baby-boy-da-prince-qu5-53x53.jpg,2007
54,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,https://charts-static.billboard.com/img/2006/09/bow-wow-ywr-53x53.jpg,2007
55,It Ends Tonight,The All-American Rejects,https://charts-static.billboard.com/img/2006/09/the-all-american-rejects-yky-53x53.jpg,2007
56,A Bay Bay,Hurricane Chris,https://charts-static.billboard.com/img/2007/04/hurricane-chris-n06-53x53.jpg,2007
57,Because Of You,Ne-Yo,https://charts-static.billboard.com/img/2007/02/ne-yo-9u2-53x53.jpg,2007
58,I Tried,Bone Thugs-N-Harmony Featuring Akon,https://charts-static.billboard.com/img/2007/03/bone-thugs-n-harmony-897-53x53.jpg,2007
59,Welcome To The Black Parade,My Chemical Romance,https://charts-static.billboard.com/img/2006/09/my-chemical-romance-1es-53x53.jpg,2007
60,Shawty,Plies Featuring T-Pain,https://charts-static.billboard.com/img/2007/04/plies-yvr-53x53.jpg,2007
61,Chasing Cars,Snow Patrol,https://charts-static.billboard.com/img/1840/12/snow-patrol-45e-53x53.jpg,2007
62,Beautiful Liar,Beyonce & Shakira,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2007
63,SexyBack,Justin Timberlake,https://charts-static.billboard.com/img/2006/07/justin-timberlake-bcj-53x53.jpg,2007
64,Keep Holding On,Avril Lavigne,https://charts-static.billboard.com/img/2002/04/avril-lavigne-517-53x53.jpg,2007
65,Let It Go,Keyshia Cole Featuring Missy Elliott & Lil Kim,https://charts-static.billboard.com/img/2007/06/keyshia-cole-3ov-53x53.jpg,2007
66,Apologize,Timbaland Featuring OneRepublic,https://charts-static.billboard.com/img/2016/11/timbaland-53x53.jpg,2007
67,Bubbly,Colbie Caillat,https://charts-static.billboard.com/img/1840/12/colbie-caillat-p3m-53x53.jpg,2007
68,Like A Boy,Ciara,https://charts-static.billboard.com/img/2007/03/ciara-b1v-53x53.jpg,2007
69,Who Knew,P!nk,https://charts-static.billboard.com/img/2006/07/pnk-u9h-who-knew-dsd-53x53.jpg,2007
70,Never Again,Kelly Clarkson,https://charts-static.billboard.com/img/2007/04/kelly-clarkson-tcv-53x53.jpg,2007
71,Promise,Ciara,https://charts-static.billboard.com/img/2006/10/ciara-b1v-53x53.jpg,2007
72,Bed,J. Holiday,https://charts-static.billboard.com/img/2007/06/j-holiday-enm-53x53.jpg,2007
73,Throw Some D's,Rich Boy Featuring Polow Da Don,https://charts-static.billboard.com/img/2006/09/rich-boy-d22-53x53.jpg,2007
74,Rehab,Amy Winehouse,https://charts-static.billboard.com/img/2007/03/amy-winehouse-rus-53x53.jpg,2007
75,Big Things Poppin' (Do It),T.I.,https://charts-static.billboard.com/img/2007/04/ti-e27-53x53.jpg,2007
76,No One,Alicia Keys,https://charts-static.billboard.com/img/2007/09/alicia-keys-xkr-53x53.jpg,2007
77,The Great Escape,Boys Like Girls,https://charts-static.billboard.com/img/2007/05/boys-like-girls-9nc-53x53.jpg,2007
78,2 Step,Unk,https://charts-static.billboard.com/img/2007/01/unk-q7p-53x53.jpg,2007
79,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,https://charts-static.billboard.com/img/2006/09/paula-deanda-vy1-53x53.jpg,2007
80,Go Getta,Young Jeezy Featuring R. Kelly,https://charts-static.billboard.com/img/2006/12/jeezy-g79-53x53.jpg,2007
81,Here (In Your Arms),Hellogoodbye,https://charts-static.billboard.com/img/2006/09/hellogoodbye-92u-53x53.jpg,2007
82,On The Hotline,Pretty Ricky,https://charts-static.billboard.com/img/2006/11/pretty-ricky-ail-53x53.jpg,2007
83,Wind It Up,Gwen Stefani,https://charts-static.billboard.com/img/2006/11/gwen-stefani-72d-53x53.jpg,2007
84,Cyclone,Baby Bash Featuring T-Pain,https://charts-static.billboard.com/img/2007/06/baby-bash-kcz-53x53.jpg,2007
85,Break It Off,Rihanna & Sean Paul,https://charts-static.billboard.com/img/2006/11/rihanna-t38-53x53.jpg,2007
86,First Time,Lifehouse,https://charts-static.billboard.com/img/2007/05/lifehouse-ekp-53x53.jpg,2007
87,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,https://charts-static.billboard.com/img/2007/08/50-cent-9ay-53x53.jpg,2007
88,Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,https://charts-static.billboard.com/img/2007/02/bow-wow-ywr-53x53.jpg,2007
89,Teardrops On My Guitar,Taylor Swift,https://charts-static.billboard.com/img/2007/02/taylor-swift-p7u-teardrops-on-my-guitar-nq6-53x53.jpg,2007
90,Shut Up And Drive,Rihanna,https://charts-static.billboard.com/img/2007/06/rihanna-t38-shut-up-and-drive-oe8-53x53.jpg,2007
91,Snow ((Hey Oh)),Red Hot Chili Peppers,https://charts-static.billboard.com/img/1984/09/red-hot-chili-peppers-v42-53x53.jpg,2007
92,Money Maker,Ludacris Featuring Pharrell,https://charts-static.billboard.com/img/2006/07/ludacris-5cn-53x53.jpg,2007
93,Kiss Kiss,Chris Brown Featuring T-Pain,https://charts-static.billboard.com/img/2007/08/chris-brown-abf-53x53.jpg,2007
94,Far Away,Nickelback,https://charts-static.billboard.com/img/2006/01/nickelback-5lu-53x53.jpg,2007
95,Rock Yo Hips,Crime Mob Featuring Lil Scrappy,https://charts-static.billboard.com/img/2006/10/crime-mob-o59-53x53.jpg,2007
96,LoveStoned,Justin Timberlake,https://charts-static.billboard.com/img/2006/09/justin-timberlake-wmm-53x53.jpg,2007
97,Better Than Me,Hinder,https://charts-static.billboard.com/img/2007/02/hinder-iwo-53x53.jpg,2007
98,Paralyzer,Finger Eleven,https://charts-static.billboard.com/img/2006/12/finger-eleven-7ug-53x53.jpg,2007
99,That's That,Snoop Dogg Featuring R. Kelly,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2007
100,Same Girl,R. Kelly Duet With Usher,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2007
1,Low,Flo Rida Featuring T-Pain,https://charts-static.billboard.com/img/2007/09/flo-rida-8v1-53x53.jpg,2008
2,Bleeding Love,Leona Lewis,https://charts-static.billboard.com/img/2008/02/leona-lewis-8c8-53x53.jpg,2008
3,No One,Alicia Keys,https://charts-static.billboard.com/img/2007/09/alicia-keys-xkr-53x53.jpg,2008
4,Lollipop,Lil Wayne Featuring Static Major,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2008
5,Apologize,Timbaland Featuring OneRepublic,https://charts-static.billboard.com/img/2016/11/timbaland-53x53.jpg,2008
6,No Air,Jordin Sparks Duet With Chris Brown,https://charts-static.billboard.com/img/2007/12/jordin-sparks-v2k-no-air-ed4-53x53.jpg,2008
7,Love Song,Sara Bareilles,https://charts-static.billboard.com/img/1840/12/sara-bareilles-7da-53x53.jpg,2008
8,Love In This Club,Usher Featuring Young Jeezy,https://charts-static.billboard.com/img/2008/02/usher-oqp-53x53.jpg,2008
9,With You,Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,2008
10,Forever,Chris Brown,https://charts-static.billboard.com/img/2008/04/chris-brown-cte-53x53.jpg,2008
11,Sexy Can I,Ray J & Yung Berg,https://charts-static.billboard.com/img/2008/01/ray-j-rv3-53x53.jpg,2008
12,Take A Bow,Rihanna,https://charts-static.billboard.com/img/2008/03/rihanna-v3t-53x53.jpg,2008
13,Viva La Vida,Coldplay,https://charts-static.billboard.com/img/2008/05/coldplay-j2u-53x53.jpg,2008
14,I Kissed A Girl,Katy Perry,https://charts-static.billboard.com/img/2008/05/katy-perry-l8p-53x53.jpg,2008
15,Whatever You Like,T.I.,https://charts-static.billboard.com/img/2008/08/ti-e27-53x53.jpg,2008
16,Disturbia,Rihanna,https://charts-static.billboard.com/img/2008/06/rihanna-v3t-53x53.jpg,2008
17,Don't Stop The Music,Rihanna,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,2008
18,Pocketful Of Sunshine,Natasha Bedingfield,https://charts-static.billboard.com/img/2008/02/natasha-bedingfield-z7w-53x53.jpg,2008
19,Kiss Kiss,Chris Brown Featuring T-Pain,https://charts-static.billboard.com/img/2007/08/chris-brown-abf-53x53.jpg,2008
20,Closer,Ne-Yo,https://charts-static.billboard.com/img/2008/04/ne-yo-9u2-53x53.jpg,2008
21,Bubbly,Colbie Caillat,https://charts-static.billboard.com/img/1840/12/colbie-caillat-p3m-53x53.jpg,2008
